day,month,t_max,t_min,prec,sol_rad
13,2,24.561500000000002,13.300749999999999,0.0,20.669999999999998
13,3,26.228500000000004,14.629499999999998,0.0,23.1385
13,4,26.7865,16.214750000000002,0.0,24.186500000000002
13,5,28.88975,17.522,0.0,23.77825
13,6,31.798000000000002,18.32225,0.0,20.7135
13,7,29.03925,18.521,0.0,19.593
13,8,28.344749999999998,18.0355,6.04,19.999000000000002
13,9,29.248250000000002,16.5475,0.0,21.2215
13,10,27.12425,15.5845,0.0,21.847749999999998
13,11,25.524250000000002,13.624,0.0,21.44725
13,12,24.21925,12.08475,0.0,19.791249999999998
14,1,23.41725,12.13325,0.0,19.231
14,2,24.3445,13.4205,0.0,20.6295
14,3,25.901999999999997,14.81325,0.0,22.992250000000002
14,4,26.9065,16.33925,0.0,24.198
14,5,28.95675,17.585,0.0,23.823
14,6,31.7965,18.305,0.0,20.56875
14,7,29.00625,18.4345,0.0,19.44225
14,8,28.460250000000002,18.07925,2.335,19.905250000000002
14,9,29.31575,16.49275,0.0,21.240000000000002
14,10,27.133999999999997,15.654499999999999,0.0,21.76425
14,11,25.461000000000002,13.406,0.0,21.3645
14,12,24.11625,12.1005,0.0,19.776999999999997
15,1,23.64675,12.20975,0.0,19.82825
15,2,24.388749999999998,13.627500000000001,0.0,20.585749999999997
15,3,25.729000000000003,14.98775,0.0,22.56375
15,4,27.008,16.492250000000002,0.0,24.4345
15,5,29.1115,17.61025,0.0,23.99025
15,6,31.677999999999997,18.2825,0.0,20.792250000000003
15,7,28.76,18.47125,0.0,19.39975
15,8,28.502,17.957,2.525,20.010749999999998
15,9,29.141000000000002,16.369999999999997,0.0,21.141
15,10,27.2175,15.5995,0.0,22.086750000000002
15,11,25.4935,13.53525,0.0,21.276500000000002
15,12,24.0395,12.153749999999999,0.0,19.72175
16,1,23.639,12.313500000000001,0.0,19.50875
16,2,24.383000000000003,13.752500000000001,0.0,20.597
16,3,25.732999999999997,15.068000000000001,0.0,22.398
16,4,27.1435,16.387,0.0,24.63175
16,5,29.335250000000002,17.645500000000002,0.0,23.863
16,6,31.701249999999998,18.286,0.0,20.825
16,7,28.86325,18.43175,0.0,19.45
16,8,28.260250000000003,17.9615,0.0,19.835
16,9,29.1315,16.31375,0.0,21.253999999999998
16,10,27.07475,15.36375,0.0,22.13775
16,11,25.30125,13.4065,0.0,21.32875
16,12,23.948249999999998,11.93725,0.0,19.56725
17,1,23.437,12.63675,0.0,18.91775
17,2,24.8155,13.58425,0.0,21.34525
17,3,25.704,15.138,0.0,22.1595
17,4,27.16775,16.52575,0.0,24.305
17,5,29.447250000000004,17.704,0.0,23.6025
17,6,31.7395,18.29975,0.0,20.94675
17,7,28.534249999999997,18.49525,0.0,19.05875
17,8,28.2395,17.86625,0.7799999999999999,19.32525
17,9,29.2175,16.211750000000002,0.0,21.3215
17,10,26.8585,15.459,0.0,21.66475
17,11,25.198500000000003,13.257499999999999,0.0,20.991
17,12,23.58225,12.10525,0.0,19.19775
18,1,23.576,12.74625,0.0,19.35875
18,2,24.78575,13.499500000000001,0.0,21.20625
18,3,25.604750000000003,15.32475,0.0,22.191
18,4,27.335500000000003,16.572499999999998,0.0,24.28075
18,5,29.467000000000002,17.648,0.0,23.486250000000002
18,6,31.721249999999998,18.3585,0.0,20.7775
18,7,28.726,18.44025,0.0,19.597
18,8,28.751749999999998,17.94425,4.445,20.764
18,9,29.072000000000003,16.262,0.0,21.083750000000002
18,10,26.86225,15.2865,0.0,21.7775
18,11,25.16575,13.151,0.0,21.33525
18,12,23.6345,12.1725,0.0,19.56325
19,1,23.08825,12.622,0.0,18.97225
19,2,24.79375,13.729249999999999,0.0,21.679750000000002
19,3,25.83925,15.27,0.0,22.39275
19,4,27.4595,16.58475,0.0,24.298
19,5,29.390749999999997,17.661250000000003,0.0,23.37075
19,6,31.76925,18.3995,0.0,20.83925
19,7,28.57575,18.46825,0.0,19.67275
19,8,28.82125,17.8585,5.5600000000000005,20.85925
19,9,29.16775,16.133000000000003,0.0,21.338
19,10,26.583499999999997,15.246,0.0,21.377000000000002
19,11,25.127000000000002,12.7335,0.0,21.38375
19,12,23.67075,12.117,0.0,19.648
20,1,22.96275,12.76975,0.0,18.90025
20,2,24.829749999999997,13.826249999999998,0.0,21.378
20,3,25.879250000000003,15.327250000000001,0.0,22.7985
20,4,27.351999999999997,16.77475,0.0,23.884
20,5,29.68025,17.8555,0.0,23.717750000000002
20,6,31.790249999999997,18.5395,0.0,20.54375
20,7,28.3685,18.3485,0.7849999999999999,19.44425
20,8,28.48075,17.8525,1.065,20.1085
20,9,29.18125,16.143250000000002,0.0,21.648500000000002
20,10,26.749000000000002,15.0255,0.0,22.05925
20,11,25.232499999999998,12.76925,0.08,21.17775
20,12,23.58225,11.9175,0.0,19.599
21,1,23.228,12.81525,0.0,19.20925
21,2,25.02225,13.730500000000001,0.0,21.65925
21,3,26.026,15.354,0.0,23.054750000000002
21,4,27.3795,16.7835,0.0,24.4345
21,5,29.829500000000003,17.7335,0.0,23.729750000000003
21,6,31.795749999999998,18.49175,0.0,20.5085
21,7,28.522000000000002,18.387999999999998,0.0,19.699
21,8,28.710500000000003,17.813,0.0,20.668
21,9,29.06575,16.07175,0.0,21.623250000000002
21,10,26.823,14.894749999999998,0.0,22.40375
21,11,25.111250000000002,12.870500000000002,0.0,20.8825
21,12,23.61575,11.971,0.0,19.372999999999998
22,1,23.586750000000002,12.79475,0.0,19.547
22,2,25.146250000000002,13.92025,0.0,21.96725
22,3,26.089999999999996,15.404,0.0,22.99025
22,4,27.28125,16.7605,0.0,24.59725
22,5,29.932499999999997,17.63025,0.0,23.119
22,6,31.626749999999998,18.453,0.0,20.763749999999998
22,7,28.470999999999997,18.41975,0.0,19.469
22,8,28.84575,17.8455,1.35,20.618000000000002
22,9,28.942500000000003,16.200499999999998,0.0,21.13725
22,10,26.75675,14.942250000000001,0.0,22.209
22,11,25.21325,12.883500000000002,0.0,20.507749999999998
22,12,23.58825,12.064,0.0,19.35425
23,1,23.6035,12.75475,0.0,19.780250000000002
23,2,25.29275,13.916999999999998,0.0,22.167
23,3,26.03275,15.486,0.0,23.282249999999998
23,4,27.6125,16.648500000000002,0.0,24.516
23,5,30.165750000000003,17.554750000000002,0.0,23.7535
23,6,31.441250000000004,18.3875,0.0,20.47125
23,7,28.422500000000003,18.4815,0.0,19.29825
23,8,28.9985,17.7245,0.235,20.80525
23,9,28.93625,16.03475,0.0,21.24825
23,10,26.75525,14.8215,0.0,22.3425
23,11,24.93275,13.14075,0.0,20.32525
23,12,23.91,11.80475,0.0,19.8345
24,1,23.8985,12.59675,0.0,20.207
24,2,25.277,13.8355,0.0,22.044249999999998
24,3,26.399250000000002,15.503,0.0,23.717750000000002
24,4,27.577999999999996,16.8095,0.0,24.299
24,5,30.271749999999997,17.623250000000002,0.0,23.49025
24,6,31.32725,18.3885,0.0,20.01725
24,7,28.024,18.478749999999998,5.26,18.90775
24,8,28.932499999999997,17.656,2.885,20.6785
24,9,28.708,16.041249999999998,0.0,21.182499999999997
24,10,26.8145,14.62825,0.0,22.705000000000002
24,11,24.95725,13.135499999999999,0.0,19.994999999999997
24,12,23.936,11.85975,0.0,20.07525
25,1,23.7145,12.5435,0.0,20.29825
25,2,25.601499999999998,13.849,0.0,22.035
25,3,26.70825,15.354,0.0,23.966749999999998
25,4,27.68,16.836750000000002,0.0,24.28775
25,5,30.43825,17.7305,0.0,23.661
25,6,30.953249999999997,18.43,0.0,20.49875
25,7,28.0995,18.4575,1.1400000000000001,18.797
25,8,28.88775,17.714,2.29,20.297
25,9,28.58725,16.12575,0.0,21.069499999999998
25,10,26.7605,14.45475,0.0,22.8825
25,11,24.79075,13.09975,0.0,20.09125
25,12,23.713749999999997,11.958499999999999,0.0,19.46725
26,1,23.848750000000003,12.5585,0.0,20.205000000000002
26,2,25.30625,14.034,0.0,22.2975
26,3,26.641250000000003,15.55675,0.0,23.842750000000002
26,4,27.649250000000002,16.8345,0.0,24.27575
26,5,30.39625,17.655,0.0,23.31325
26,6,31.0255,18.459,0.0,20.2815
26,7,28.075499999999998,18.335749999999997,2.56,18.52875
26,8,28.934500000000003,17.7795,3.67,20.29775
26,9,28.30675,16.160249999999998,0.0,21.098750000000003
26,10,26.6455,14.53225,0.0,22.80125
26,11,24.55525,12.95575,0.0,19.898
26,12,23.4235,11.946250000000001,0.0,19.416249999999998
27,1,23.975749999999998,12.55625,0.0,20.31075
27,2,25.503,14.016,0.0,22.39975
27,3,26.128750000000004,15.610249999999999,0.0,23.53725
27,4,27.535000000000004,16.992250000000002,0.0,23.5305
27,5,30.58025,17.7095,0.0,23.544
27,6,30.904000000000003,18.4725,0.0,20.19375
27,7,28.399,18.37225,2.24,19.181
27,8,28.78525,17.68625,4.550000000000001,20.586750000000002
27,9,28.066250000000004,16.1445,0.0,20.5485
27,10,26.425,14.49,0.0,22.614250000000002
27,11,24.393250000000002,12.88425,0.0,19.9805
27,12,23.46625,11.986749999999999,0.0,19.217
28,1,24.35725,12.7515,0.0,20.520500000000002
28,2,25.339000000000002,14.116,0.0,22.457
28,3,26.146749999999997,15.519,0.0,22.944499999999998
28,4,27.475749999999998,17.028,0.0,23.4975
28,5,30.77325,17.7025,0.0,23.25475
28,6,30.87775,18.462,0.0,20.0885
28,7,28.345,18.377000000000002,0.0,18.578
28,8,28.83225,17.544,0.915,20.744999999999997
28,9,28.31125,16.073249999999998,0.0,21.1995
28,10,26.561500000000002,14.32875,0.0,22.32975
28,11,24.273,12.758750000000001,0.0,19.65625
28,12,23.28075,11.9735,0.0,19.16675
29,1,24.1505,12.90425,0.0,20.64425
29,2,25.422,13.503,0.0,23.32
29,3,26.278250000000003,15.772,0.0,23.077
29,4,27.9275,16.89825,0.0,24.762
29,5,30.903250000000003,17.8785,0.0,23.13175
29,6,30.887999999999998,18.5195,0.045,20.2865
29,7,28.178500000000003,18.4805,0.885,18.812
29,8,28.5905,17.508000000000003,3.535,20.34975
29,9,28.197250000000004,15.993,0.0,20.89425
29,10,26.49475,14.45275,0.0,22.33725
29,11,24.634,12.64,0.0,20.101
29,12,23.4195,11.9535,0.0,19.6765
30,1,24.127000000000002,12.83375,0.0,20.5595
30,3,26.213749999999997,15.71975,0.0,23.43775
30,4,28.109750000000002,16.95325,0.0,24.82375
30,5,31.19975,17.7035,0.0,22.997
30,6,30.64875,18.48875,0.1,20.402
30,7,27.9715,18.3655,5.619999999999999,18.51175
30,8,28.7865,17.44675,2.93,20.708000000000002
30,9,28.038,16.0195,0.0,20.87925
30,10,26.447000000000003,14.25275,0.0,22.6785
30,11,24.617250000000002,12.6545,0.0,20.276249999999997
30,12,23.62325,11.779250000000001,0.0,19.8035
31,1,24.06575,12.73525,0.0,20.3875
31,3,26.524250000000002,15.732,0.0,23.93625
31,5,31.39975,17.789250000000003,0.0,22.8825
31,7,27.93725,18.26475,6.34,18.041999999999998
31,8,28.7725,17.41075,0.0,20.54175
31,10,26.48775,14.022499999999999,0.0,22.50925
31,12,23.72125,11.717,0.0,20.30775
